tap,id,gt_start,gt_end,pred_start,pred_end,tiou
encoder,nisqa_temporal_11327,6.895,8.269,6.92,7.32,0.29112081513828253
encoder,nisqa_temporal_11340,1.478,2.187,4.04,4.44,0.0
encoder,nisqa_temporal_11414,5.942,6.772,6.36,6.48,0.14457831325301215
encoder,nisqa_temporal_11455,1.174,1.935,3.44,3.7600000000000002,0.0
encoder,nisqa_temporal_11462,3.327,4.44,3.68,4.48,0.6591500433651344
encoder,nisqa_temporal_11475,3.232,6.232,3.68,4.44,0.2533333333333334
encoder,nisqa_temporal_11509,3.45,6.45,5.04,5.5200000000000005,0.16000000000000014
encoder,nisqa_temporal_11549,0.04,0.647,4.88,5.4,0.0
encoder,nisqa_temporal_11590,5.391,6.003,1.28,1.48,0.0
encoder,nisqa_temporal_11597,6.079,6.692,6.04,6.72,0.9014705882352951
encoder,nisqa_temporal_11624,2.954,3.628,0.28,0.8,0.0
encoder,nisqa_temporal_11630,0.351,2.351,6.4,6.6000000000000005,0.0
encoder,nisqa_temporal_11644,3.427,4.042,3.44,4.08,0.921898928024502
encoder,nisqa_temporal_11678,1.083,1.782,2.24,2.44,0.0
encoder,nisqa_temporal_11725,1.665,3.665,5.2,5.4,0.0
encoder,nisqa_temporal_11759,0.144,1.044,10.040000000000001,10.24,0.0
encoder,nisqa_temporal_11799,3.917,5.417,4.5600000000000005,4.96,0.26666666666666633
encoder,nisqa_temporal_11833,3.083,4.582,1.6400000000000001,2.2,0.0
encoder,nisqa_temporal_11846,6.983,7.963,7.0,7.5600000000000005,0.5714285714285717
encoder,nisqa_temporal_11887,4.723,5.695,3.2,3.4,0.0
encoder,nisqa_temporal_11907,4.603,5.48,4.4,5.48,0.8120370370370376
encoder,nisqa_temporal_11941,8.384,9.0,8.32,8.92,0.7882352941176468
encoder,nisqa_temporal_11995,2.804,3.498,2.96,3.2800000000000002,0.46109510086455346
encoder,nisqa_temporal_12002,7.239,7.924,7.24,7.96,0.9486823855755896
encoder,nisqa_temporal_12069,0.229,1.116,7.5600000000000005,7.96,0.0
encoder,nisqa_temporal_12096,6.217,6.901,6.24,6.96,0.8896366083445482
encoder,nisqa_temporal_12211,0.204,1.159,0.44,0.8,0.3769633507853403
encoder,nisqa_temporal_12218,3.713,4.314,3.2800000000000002,3.52,0.0
encoder,nisqa_temporal_12245,7.652,10.504,4.28,4.6000000000000005,0.0
encoder,nisqa_temporal_12265,7.605,8.328,4.4,4.64,0.0
encoder,nisqa_temporal_12312,2.635,4.385,3.12,3.56,0.2514285714285714
encoder,nisqa_temporal_12339,7.693,8.429,7.92,8.28,0.4891304347826075
encoder,nisqa_temporal_12353,0.677,2.535,0.68,2.92,0.8270173874275524
encoder,nisqa_temporal_12366,7.635,8.314,7.8,8.4,0.6718954248366011
encoder,nisqa_temporal_12447,5.083,7.583,5.12,6.44,0.5280000000000001
encoder,nisqa_temporal_12481,7.342,10.092,6.92,9.120000000000001,0.5605296343001265
encoder,nisqa_temporal_12515,10.176,10.958,10.120000000000001,10.92,0.88782816229117
encoder,nisqa_temporal_12535,6.793,7.424,6.96,7.16,0.3169572107765453
encoder,nisqa_temporal_12575,7.003,9.753,8.88,9.48,0.21818181818181806
encoder,nisqa_temporal_12609,1.84,4.34,1.8,4.28,0.9606299212598427
encoder,nisqa_temporal_12663,10.575,11.276,10.88,11.32,0.5315436241610718
encoder,nisqa_temporal_12683,7.304,7.918,2.0,2.04,0.0
encoder,nisqa_temporal_12690,1.833,3.833,2.44,3.52,0.54
encoder,nisqa_temporal_12710,7.054,7.739,7.08,7.76,0.9334277620396604
encoder,nisqa_temporal_12717,4.019,5.204,4.5200000000000005,4.5600000000000005,0.033755274261603414
encoder,nisqa_temporal_12832,8.316,8.918,8.4,8.6,0.3322259136212621
encoder,nisqa_temporal_12852,5.927,7.018,5.92,6.84,0.8315118397085614
encoder,nisqa_temporal_12872,4.966,5.674,4.88,5.68,0.8850000000000005
encoder,nisqa_temporal_12960,2.792,5.542,10.72,10.92,0.0
encoder,nisqa_temporal_12980,5.043,5.645,5.12,5.36,0.3986710963455157
encoder,nisqa_temporal_13014,0.0,3.0,1.24,2.24,0.3333333333333334
encoder,nisqa_temporal_13061,6.087,6.717,6.0,6.92,0.6847826086956521
encoder,nisqa_temporal_13142,0.427,3.427,2.16,3.2,0.3466666666666667
encoder,nisqa_temporal_13223,0.211,2.461,0.44,2.6,0.8459606529928839
encoder,nisqa_temporal_13237,10.736,11.811,10.64,11.08,0.29376601195559315
encoder,nisqa_temporal_13291,5.216,6.966,5.84,6.5600000000000005,0.4114285714285718
encoder,nisqa_temporal_13298,0.034,0.993,0.32,0.44,0.1251303441084463
encoder,nisqa_temporal_13331,5.566,6.275,5.5600000000000005,6.6000000000000005,0.6817307692307697
encoder,nisqa_temporal_13365,8.524,9.179,8.52,9.120000000000001,0.904400606980275
encoder,nisqa_temporal_13385,0.698,1.701,1.24,1.72,0.4510763209393347
encoder,nisqa_temporal_13473,7.717,8.985,0.68,1.0,0.0
projector,nisqa_temporal_00006,0.337,1.211,0.32,1.24,0.9500000000000002
projector,nisqa_temporal_00081,4.23,5.574,3.92,4.68,0.27206771463119667
projector,nisqa_temporal_00094,0.952,1.857,1.28,1.56,0.3093922651933702
projector,nisqa_temporal_00121,2.026,2.906,2.2,2.92,0.7897091722595077
projector,nisqa_temporal_00128,1.758,2.898,3.04,3.2800000000000002,0.0
projector,nisqa_temporal_00135,1.019,2.583,2.32,2.72,0.15461493239271035
projector,nisqa_temporal_00155,0.206,1.55,10.72,11.0,0.0
projector,nisqa_temporal_00168,0.161,0.808,0.36,0.88,0.6230876216968012
projector,nisqa_temporal_00182,2.549,3.437,3.0,3.24,0.27027027027027056
projector,nisqa_temporal_00236,0.991,2.47,1.6400000000000001,2.6,0.5158483530142947
projector,nisqa_temporal_00297,3.192,4.671,3.04,3.92,0.4463519313304719
projector,nisqa_temporal_00303,5.948,7.133,5.64,6.2,0.16878767582049548
projector,nisqa_temporal_00317,2.404,4.187,3.72,3.96,0.13460459899046534
projector,nisqa_temporal_00351,2.866,4.829,6.04,6.6000000000000005,0.0
projector,nisqa_temporal_00398,4.605,6.475,5.32,5.8,0.2566844919786095
projector,nisqa_temporal_00459,6.685,7.861,6.68,6.88,0.16511430990685882
projector,nisqa_temporal_00479,1.652,2.808,2.44,2.88,0.2996742671009771
projector,nisqa_temporal_00486,4.135,4.993,1.04,1.32,0.0
projector,nisqa_temporal_00526,2.702,3.798,2.72,3.4,0.6204379562043792
projector,nisqa_temporal_00587,1.079,1.932,2.56,2.8000000000000003,0.0
projector,nisqa_temporal_00607,1.938,3.111,2.64,3.16,0.38543371522094927
projector,nisqa_temporal_00621,2.261,3.084,2.32,3.44,0.6480067854113658
projector,nisqa_temporal_00654,2.39,3.104,2.52,3.04,0.7282913165266107
projector,nisqa_temporal_00729,10.087,10.715,10.120000000000001,11.32,0.48256285482562744
projector,nisqa_temporal_00742,2.772,3.691,2.48,2.7600000000000002,0.0
projector,nisqa_temporal_00769,7.453,8.32,0.2,0.28,0.0
projector,nisqa_temporal_00776,2.387,3.026,2.32,3.08,0.84078947368421
projector,nisqa_temporal_00789,1.236,2.111,1.48,2.16,0.682900432900433
projector,nisqa_temporal_00843,0.317,1.33,1.0,1.36,0.31639501438159157
projector,nisqa_temporal_00864,3.712,4.782,3.64,4.76,0.9176882661996495
projector,nisqa_temporal_00877,4.275,5.731,4.12,5.88,0.827272727272727
projector,nisqa_temporal_00911,3.536,6.03,4.84,5.84,0.4009623095429029
projector,nisqa_temporal_00978,2.319,3.416,4.88,5.5200000000000005,0.0
projector,nisqa_temporal_01012,1.401,2.792,1.32,1.84,0.298233695652174
projector,nisqa_temporal_01019,6.462,7.089,6.2,7.08,0.6951631046119237
projector,nisqa_temporal_01026,1.249,2.521,2.44,2.64,0.05823148813803017
projector,nisqa_temporal_01134,1.615,2.465,1.6,1.68,0.0751445086705202
projector,nisqa_temporal_01140,1.638,3.03,4.24,4.92,0.0
projector,nisqa_temporal_01154,4.696,5.861,4.6000000000000005,5.84,0.9072164948453615
projector,nisqa_temporal_01242,4.697,6.21,4.48,5.44,0.4294797687861275
projector,nisqa_temporal_01248,4.406,5.947,5.28,5.72,0.2855288773523682
projector,nisqa_temporal_01289,10.099,10.894,5.6000000000000005,5.88,0.0
projector,nisqa_temporal_01296,1.256,2.752,1.04,2.4,0.6682242990654205
projector,nisqa_temporal_01316,4.295,6.497,4.32,5.32,0.45413260672116257
projector,nisqa_temporal_01343,7.216,7.849,7.2,7.8,0.8998459167950688
projector,nisqa_temporal_01377,1.327,2.151,7.88,8.040000000000001,0.0
projector,nisqa_temporal_01383,3.693,5.415,5.44,5.48,0.0
projector,nisqa_temporal_01397,2.903,3.655,1.6,1.68,0.0
projector,nisqa_temporal_01410,2.14,3.206,2.16,3.36,0.8573770491803279
projector,nisqa_temporal_01417,5.135,6.146,6.0,6.04,0.03956478733926808
projector,nisqa_temporal_01424,2.498,3.117,4.72,4.92,0.0
projector,nisqa_temporal_01518,2.037,3.357,8.040000000000001,8.76,0.0
projector,nisqa_temporal_01525,1.673,2.587,1.6400000000000001,2.68,0.8788461538461539
projector,nisqa_temporal_01552,9.447,10.744,9.8,9.92,0.09252120277563544
projector,nisqa_temporal_01559,0.606,1.347,0.56,1.48,0.8054347826086956
projector,nisqa_temporal_01633,6.401,7.713,6.84,7.6000000000000005,0.5792682926829272
projector,nisqa_temporal_01667,6.019,7.948,6.5200000000000005,8.120000000000001,0.6796763445978102
projector,nisqa_temporal_01721,1.205,2.42,1.28,2.2800000000000002,0.8230452674897124
projector,nisqa_temporal_01728,5.408,6.422,5.32,6.5600000000000005,0.8177419354838703
projector,nisqa_temporal_01768,5.824,7.088,5.72,7.08,0.9181286549707601
projector,nisqa_temporal_01788,1.739,2.61,1.6400000000000001,2.2800000000000002,0.557731958762887
projector,nisqa_temporal_01802,1.941,2.757,1.72,3.12,0.5828571428571429
projector,nisqa_temporal_01836,4.752,6.428,4.68,5.96,0.6910755148741419
projector,nisqa_temporal_01903,3.968,4.846,0.84,1.04,0.0
projector,nisqa_temporal_01910,1.335,3.74,1.24,3.72,0.954
projector,nisqa_temporal_01917,2.732,4.45,2.52,3.68,0.4911917098445595
projector,nisqa_temporal_01950,6.388,7.242,4.72,5.5200000000000005,0.0
projector,nisqa_temporal_01971,7.062,7.981,7.5200000000000005,7.92,0.4352557127312292
projector,nisqa_temporal_01984,5.497,6.975,5.48,6.24,0.4969899665551844
projector,nisqa_temporal_01991,3.168,4.556,3.16,4.4,0.8825214899713469
projector,nisqa_temporal_02072,3.8,5.801,3.8000000000000003,3.84,0.019990004997501042
projector,nisqa_temporal_02139,0.953,1.728,1.12,1.76,0.7534076827757122
projector,nisqa_temporal_02153,1.798,2.672,1.84,2.68,0.9433106575963719
projector,nisqa_temporal_02160,3.132,4.558,3.24,4.68,0.8514211886304909
projector,nisqa_temporal_02200,0.785,2.453,0.88,1.6,0.43165467625899295
projector,nisqa_temporal_02207,6.451,7.813,6.4,7.48,0.7282377919320604
projector,nisqa_temporal_02214,3.189,4.939,4.32,5.0,0.341800110436223
projector,nisqa_temporal_02254,0.851,1.555,1.0,1.2,0.28409090909090906
projector,nisqa_temporal_02281,0.995,1.752,0.96,1.84,0.8602272727272727
projector,nisqa_temporal_02295,5.622,6.606,5.68,6.16,0.4878048780487809
projector,nisqa_temporal_02315,0.864,2.115,1.08,1.6,0.41566746602717813
projector,nisqa_temporal_02443,9.921,10.994,10.08,10.24,0.14911463187325263
projector,nisqa_temporal_02477,2.205,3.325,2.08,2.12,0.0
projector,nisqa_temporal_02511,4.247,5.295,4.16,4.68,0.3814977973568281
projector,nisqa_temporal_02612,0.882,2.244,0.88,1.6,0.5263929618768328
projector,nisqa_temporal_02639,3.758,4.365,3.84,4.4,0.8177570093457945
projector,nisqa_temporal_02700,6.297,8.279,6.72,8.040000000000001,0.6659939455095868
projector,nisqa_temporal_02706,0.137,1.734,1.32,1.56,0.15028177833437695
projector,nisqa_temporal_02760,2.493,3.364,2.44,3.4,0.9072916666666667
projector,nisqa_temporal_02787,0.588,1.82,0.88,1.32,0.35714285714285715
projector,nisqa_temporal_02855,4.347,5.809,5.64,5.84,0.11319490957803117
projector,nisqa_temporal_02862,2.574,3.739,2.52,3.8000000000000003,0.9101562499999999
projector,nisqa_temporal_02889,4.942,6.682,5.84,6.0,0.09195402298850582
projector,nisqa_temporal_02909,3.817,4.503,3.92,4.5600000000000005,0.7846567967698519
projector,nisqa_temporal_02922,4.072,5.558,4.76,5.0,0.16150740242261122
projector,nisqa_temporal_02976,4.311,5.008,4.08,5.16,0.6453703703703704
projector,nisqa_temporal_03057,2.095,4.77,1.0,4.36,0.6007957559681698
projector,nisqa_temporal_03125,6.112,6.971,6.0,7.08,0.7953703703703703
projector,nisqa_temporal_03145,8.997,9.622,2.72,2.92,0.0
projector,nisqa_temporal_03186,4.22,5.729,1.12,1.16,0.0
projector,nisqa_temporal_03199,4.676,5.887,2.72,3.2,0.0
projector,nisqa_temporal_03260,0.987,2.088,1.12,1.68,0.5086285195277019
projector,nisqa_temporal_03267,1.131,2.444,5.28,5.72,0.0
projector,nisqa_temporal_03273,1.475,3.173,1.36,3.48,0.8009433962264151
projector,nisqa_temporal_03314,3.441,4.143,3.68,3.88,0.2849002849002845
projector,nisqa_temporal_03321,1.377,3.369,1.4000000000000001,1.76,0.18072289156626495
projector,nisqa_temporal_03469,5.039,6.425,4.96,5.76,0.4921501706484643
projector,nisqa_temporal_03483,6.038,7.792,6.76,7.88,0.5602605863192184
projector,nisqa_temporal_03537,0.054,0.691,0.16,0.72,0.7972972972972973
projector,nisqa_temporal_03543,4.065,4.698,4.12,4.68,0.8846761453396518
projector,nisqa_temporal_03564,6.002,7.179,1.08,1.72,0.0
projector,nisqa_temporal_03705,3.883,5.336,4.96,5.44,0.2414900449582532
projector,nisqa_temporal_03719,1.043,1.7,0.88,1.8800000000000001,0.657
projector,nisqa_temporal_03780,1.253,1.953,1.24,1.68,0.5988779803646563
projector,nisqa_temporal_03800,3.991,5.587,4.68,5.08,0.25062656641604036
projector,nisqa_temporal_03820,2.547,4.637,2.6,3.16,0.26794258373205754
projector,nisqa_temporal_03827,10.041,11.483,9.8,10.6,0.3321449792038023
projector,nisqa_temporal_03834,4.803,5.42,4.76,5.8,0.5932692307692308
projector,nisqa_temporal_03840,0.26,0.86,0.36,1.16,0.5555555555555556
projector,nisqa_temporal_03908,3.952,4.752,3.84,4.5600000000000005,0.6666666666666673
projector,nisqa_temporal_03915,3.662,4.695,3.96,4.28,0.3097773475314619
projector,nisqa_temporal_04023,1.087,1.769,1.08,1.8800000000000001,0.8524999999999999
projector,nisqa_temporal_04056,1.113,1.899,1.0,1.72,0.675194660734149
projector,nisqa_temporal_04097,2.385,3.387,2.32,3.2,0.7638238050609187
projector,nisqa_temporal_04117,0.27,0.985,1.6400000000000001,2.2,0.0
projector,nisqa_temporal_04164,4.904,7.677,6.04,6.84,0.28849621348719795
projector,nisqa_temporal_04191,0.176,1.023,0.32,0.44,0.14167650531286896
projector,nisqa_temporal_04252,3.944,5.558,4.5200000000000005,5.4,0.5452292441140024
projector,nisqa_temporal_04286,0.81,1.922,1.36,2.2,0.40431654676258977
projector,nisqa_temporal_04313,5.069,6.428,4.96,6.5200000000000005,0.8711538461538458
projector,nisqa_temporal_04320,6.925,7.765,4.44,5.08,0.0
projector,nisqa_temporal_04340,1.204,2.088,1.32,1.56,0.27149321266968324
projector,nisqa_temporal_04374,4.185,5.847,4.08,5.5600000000000005,0.7781550650820603
projector,nisqa_temporal_04414,3.403,4.989,3.84,4.36,0.3278688524590167
projector,nisqa_temporal_04461,4.493,5.467,4.48,4.64,0.14893617021276542
projector,nisqa_temporal_04495,2.621,3.34,2.52,3.08,0.5597560975609758
projector,nisqa_temporal_04522,4.668,5.575,4.6000000000000005,5.68,0.8398148148148155
projector,nisqa_temporal_04549,2.56,5.278,3.92,5.48,0.46506849315068466
projector,nisqa_temporal_04597,0.962,3.123,2.48,2.68,0.09254974548819997
projector,nisqa_temporal_04657,4.241,5.018,4.2,5.04,0.9250000000000003
projector,nisqa_temporal_04664,0.355,1.679,0.36,0.8,0.33232628398791536
projector,nisqa_temporal_04684,5.304,5.934,5.32,5.5200000000000005,0.3174603174603178
projector,nisqa_temporal_04698,4.226,5.165,4.64,4.84,0.21299254526091604
projector,nisqa_temporal_04738,0.045,1.228,0.24,1.44,0.7082437275985662
projector,nisqa_temporal_04752,1.409,2.968,3.48,4.76,0.0
projector,nisqa_temporal_04806,5.893,6.902,6.5600000000000005,6.8,0.2378592666005939
projector,nisqa_temporal_04894,3.488,4.389,3.88,4.5200000000000005,0.493217054263566
projector,nisqa_temporal_04927,1.293,2.174,1.72,1.96,0.2724177071509648
projector,nisqa_temporal_04968,10.006,10.658,6.72,6.92,0.0
projector,nisqa_temporal_04975,0.307,1.078,0.48,0.56,0.10376134889753574
projector,nisqa_temporal_05015,5.724,6.652,2.36,2.88,0.0
projector,nisqa_temporal_05035,4.338,5.993,5.6000000000000005,6.08,0.2256027554535016
projector,nisqa_temporal_05076,4.875,6.039,3.44,3.92,0.0
projector,nisqa_temporal_05083,7.911,9.389,9.200000000000001,9.4,0.12693082605775566
projector,nisqa_temporal_05110,1.035,1.738,1.0,2.04,0.6759615384615385
projector,nisqa_temporal_05157,3.012,3.897,3.24,3.48,0.2711864406779659
projector,nisqa_temporal_05211,6.386,7.075,6.36,6.84,0.6349650349650348
projector,nisqa_temporal_05218,5.205,5.878,0.16,0.8,0.0
projector,nisqa_temporal_05251,3.054,3.826,4.6000000000000005,4.92,0.0
projector,nisqa_temporal_05278,4.467,5.823,4.4,5.44,0.6837666900913568
projector,nisqa_temporal_05312,3.719,4.717,8.64,8.76,0.0
projector,nisqa_temporal_05339,9.709,10.533,3.88,4.88,0.0
projector,nisqa_temporal_05353,5.302,6.337,5.2,6.4,0.8625
projector,nisqa_temporal_05366,3.045,3.83,5.92,6.08,0.0
projector,nisqa_temporal_05400,0.206,1.823,1.4000000000000001,1.8800000000000001,0.25268817204301064
projector,nisqa_temporal_05407,0.389,1.283,0.4,1.08,0.7606263982102911
projector,nisqa_temporal_05420,1.36,2.136,0.92,2.2,0.60625
projector,nisqa_temporal_05427,0.57,1.767,0.52,1.92,0.8550000000000001
projector,nisqa_temporal_05461,4.334,4.958,4.28,5.12,0.7428571428571437
projector,nisqa_temporal_05515,7.354,8.542,1.28,1.56,0.0
projector,nisqa_temporal_05521,6.189,7.419,6.2,7.2,0.8130081300813011
projector,nisqa_temporal_05528,1.026,1.882,2.7600000000000002,3.4,0.0
projector,nisqa_temporal_05542,1.399,3.788,1.68,1.8,0.050230221850146556
projector,nisqa_temporal_05548,6.034,6.78,2.36,2.8000000000000003,0.0
projector,nisqa_temporal_05616,6.107,6.924,5.96,6.44,0.34543568464730295
projector,nisqa_temporal_05643,6.255,7.608,6.32,7.0,0.5025868440502586
projector,nisqa_temporal_05650,2.39,3.366,2.32,2.88,0.4684512428298276
projector,nisqa_temporal_05663,6.735,7.67,0.36,0.64,0.0
projector,nisqa_temporal_05704,2.247,3.749,2.7600000000000002,3.56,0.532623169107856
projector,nisqa_temporal_05731,2.423,3.708,2.32,3.8000000000000003,0.8682432432432431
projector,nisqa_temporal_05764,2.121,4.076,3.4,3.88,0.24552429667519185
projector,nisqa_temporal_05778,1.79,2.395,1.96,2.08,0.1983471074380167
projector,nisqa_temporal_05798,0.001,0.841,0.48,0.88,0.41069397042093286
projector,nisqa_temporal_05980,9.802,10.89,9.84,10.48,0.5882352941176471
projector,nisqa_temporal_05987,1.227,1.845,1.6,2.0,0.316946959896507
projector,nisqa_temporal_06007,0.163,1.082,0.4,0.64,0.2611534276387377
projector,nisqa_temporal_06028,5.619,7.051,6.24,6.4,0.11173184357541906
projector,nisqa_temporal_06061,0.199,0.857,0.16,0.84,0.919655667144907
projector,nisqa_temporal_06142,1.458,2.315,1.56,2.04,0.5600933488914819
projector,nisqa_temporal_06149,1.244,1.865,1.32,1.8,0.7729468599033816
projector,nisqa_temporal_06169,4.177,4.784,3.88,4.84,0.6322916666666669
projector,nisqa_temporal_06190,0.151,1.07,0.28,0.96,0.7399347116430902
projector,nisqa_temporal_06196,7.187,9.687,0.44,0.76,0.0
projector,nisqa_temporal_06291,0.581,1.998,1.24,1.48,0.16937191249117853
projector,nisqa_temporal_06304,6.552,8.207,6.5600000000000005,8.0,0.8700906344410867
projector,nisqa_temporal_06311,1.845,2.538,1.72,2.84,0.6187499999999999
projector,nisqa_temporal_06325,2.01,2.782,2.52,2.84,0.3156626506024096
projector,nisqa_temporal_06331,6.475,7.544,6.88,7.72,0.533333333333333
projector,nisqa_temporal_06412,8.216,8.925,1.56,2.4,0.0
projector,nisqa_temporal_06453,4.318,4.927,2.96,3.68,0.0
projector,nisqa_temporal_06500,2.325,3.054,2.24,3.24,0.7289999999999996
projector,nisqa_temporal_06527,0.933,1.929,1.52,2.0,0.3833177132146205
projector,nisqa_temporal_06554,5.943,6.803,6.12,6.32,0.23255813953488383
projector,nisqa_temporal_06561,6.516,7.15,6.44,7.24,0.7925000000000006
projector,nisqa_temporal_06568,5.202,6.952,5.88,6.4,0.29714285714285743
projector,nisqa_temporal_06588,1.809,2.465,2.0,2.48,0.6929955290611026
projector,nisqa_temporal_06595,3.307,4.073,3.8000000000000003,3.84,0.0522193211488245
projector,nisqa_temporal_06601,2.595,3.33,3.04,3.36,0.37908496732026165
projector,nisqa_temporal_06608,5.028,6.184,2.8000000000000003,2.88,0.0
projector,nisqa_temporal_06622,0.544,1.148,0.56,1.08,0.860927152317881
projector,nisqa_temporal_06628,2.665,4.231,2.72,3.16,0.280970625798212
projector,nisqa_temporal_06635,9.091,9.724,9.44,9.64,0.31595576619273424
projector,nisqa_temporal_06662,0.589,1.888,0.72,1.04,0.2463433410315628
projector,nisqa_temporal_06696,4.522,5.68,4.5200000000000005,5.6000000000000005,0.929310344827587
projector,nisqa_temporal_06811,9.047,9.652,5.24,5.44,0.0
projector,nisqa_temporal_06844,8.032,10.53,10.24,10.32,0.03202562049639716
projector,nisqa_temporal_06885,3.998,4.883,4.16,4.6000000000000005,0.49717514124293843
projector,nisqa_temporal_06892,1.861,4.273,1.44,4.48,0.7934210526315789
projector,nisqa_temporal_06905,1.135,2.872,2.44,2.96,0.23671232876712328
projector,nisqa_temporal_06966,3.216,4.005,2.96,3.96,0.7119617224880381
projector,nisqa_temporal_06993,3.3,4.91,3.36,3.68,0.1987577639751554
projector,nisqa_temporal_07000,3.352,4.181,3.3200000000000003,4.0,0.7526132404181188
projector,nisqa_temporal_07101,5.265,5.866,5.12,5.5600000000000005,0.3954423592493311
projector,nisqa_temporal_07135,2.691,3.328,4.5200000000000005,4.72,0.0
projector,nisqa_temporal_07148,3.333,5.333,3.3200000000000003,3.7600000000000002,0.21212121212121215
projector,nisqa_temporal_07243,4.954,5.639,4.96,5.48,0.759124087591241
projector,nisqa_temporal_07249,1.265,1.899,1.56,1.68,0.1892744479495266
projector,nisqa_temporal_07256,7.729,8.996,7.72,8.96,0.9647335423197493
projector,nisqa_temporal_07317,2.206,2.829,2.2,2.96,0.8197368421052637
projector,nisqa_temporal_07351,8.082,9.403,0.8,1.0,0.0
projector,nisqa_temporal_07371,7.792,8.46,8.16,8.48,0.43604651162790764
projector,nisqa_temporal_07465,2.151,2.778,2.44,2.84,0.4905660377358491
projector,nisqa_temporal_07513,4.474,5.138,4.4,5.5200000000000005,0.5928571428571425
projector,nisqa_temporal_07560,0.813,1.506,0.88,1.56,0.8380187416331992
projector,nisqa_temporal_07587,1.601,2.236,1.44,2.36,0.6902173913043481
projector,nisqa_temporal_07634,1.596,2.348,8.24,8.44,0.0
projector,nisqa_temporal_07654,3.576,4.243,2.32,3.08,0.0
projector,nisqa_temporal_07675,9.323,10.301,9.28,10.28,0.9373163565132205
projector,nisqa_temporal_07681,2.521,3.183,1.72,2.2800000000000002,0.0
projector,nisqa_temporal_07729,4.302,6.188,2.2800000000000002,2.4,0.0
projector,nisqa_temporal_07776,3.488,4.868,3.52,4.28,0.5507246376811594
projector,nisqa_temporal_07796,2.074,3.336,1.92,3.0,0.6539548022598871
projector,nisqa_temporal_07830,7.535,10.164,7.6000000000000005,7.8,0.0760745530620005
projector,nisqa_temporal_07870,5.745,6.886,5.68,7.04,0.8389705882352939
projector,nisqa_temporal_07877,3.17,4.309,3.12,4.5600000000000005,0.7909722222222222
projector,nisqa_temporal_07891,0.849,1.821,0.88,1.36,0.4938271604938273
projector,nisqa_temporal_07945,6.819,7.96,6.84,7.68,0.7361963190184048
projector,nisqa_temporal_07965,5.359,6.099,5.92,6.16,0.22347066167290916
projector,nisqa_temporal_07985,7.432,8.435,7.84,7.92,0.07976071784646067
projector,nisqa_temporal_07999,4.208,4.82,4.44,4.8,0.5882352941176461
projector,nisqa_temporal_08039,0.732,1.577,5.6000000000000005,5.72,0.0
projector,nisqa_temporal_08053,7.222,8.557,7.12,8.48,0.8754349338900486
projector,nisqa_temporal_08066,3.619,5.035,3.68,5.04,0.9535538353272345
projector,nisqa_temporal_08107,2.936,3.657,3.12,3.4,0.38834951456310646
projector,nisqa_temporal_08161,2.861,3.681,2.7600000000000002,3.68,0.8892508143322477
projector,nisqa_temporal_08174,6.612,7.567,6.6000000000000005,7.5600000000000005,0.980351602895554
projector,nisqa_temporal_08262,4.198,4.888,4.32,4.4,0.11594202898550743
projector,nisqa_temporal_08356,4.265,6.515,1.32,1.52,0.0
projector,nisqa_temporal_08397,4.319,4.941,4.32,4.76,0.7073954983922823
projector,nisqa_temporal_08404,8.525,9.752,0.72,0.96,0.0
projector,nisqa_temporal_08444,1.52,2.276,1.92,2.24,0.42328042328042376
projector,nisqa_temporal_08478,2.51,3.188,2.6,2.7600000000000002,0.23598820058997058
projector,nisqa_temporal_08491,0.015,0.856,0.72,0.96,0.14391534391534394
projector,nisqa_temporal_08539,3.236,3.843,3.64,3.88,0.3152173913043477
projector,nisqa_temporal_08559,0.092,0.883,0.16,0.96,0.8329493087557603
projector,nisqa_temporal_08566,2.019,2.668,1.96,2.52,0.7076271186440675
projector,nisqa_temporal_08606,8.483,10.012,8.88,9.040000000000001,0.10464355788096805
projector,nisqa_temporal_08633,8.547,9.44,4.96,5.16,0.0
projector,nisqa_temporal_08674,5.218,6.004,5.24,5.64,0.5089058524173024
projector,nisqa_temporal_08680,0.99,1.59,0.44,1.24,0.21739130434782605
projector,nisqa_temporal_08748,6.195,7.575,4.92,4.96,0.0
projector,nisqa_temporal_08761,1.95,2.579,2.68,2.92,0.0
projector,nisqa_temporal_08768,7.431,8.205,7.6000000000000005,7.8,0.25839793281653656
projector,nisqa_temporal_08829,6.887,7.894,6.8,7.88,0.9076782449725778
projector,nisqa_temporal_08876,2.096,3.596,2.8000000000000003,3.04,0.15999999999999984
projector,nisqa_temporal_08883,0.989,1.706,1.0,1.36,0.5020920502092052
projector,nisqa_temporal_08964,6.776,8.386,7.6000000000000005,8.52,0.45068807339449474
projector,nisqa_temporal_08984,5.778,6.69,3.04,3.4,0.0
projector,nisqa_temporal_08991,0.822,2.322,0.84,1.2,0.24
projector,nisqa_temporal_09005,0.092,1.439,0.96,1.56,0.3262942779291554
projector,nisqa_temporal_09025,1.119,1.738,4.12,4.2,0.0
projector,nisqa_temporal_09045,1.14,2.128,1.04,2.2,0.8517241379310344
projector,nisqa_temporal_09079,1.414,2.377,1.4000000000000001,2.48,0.8916666666666666
projector,nisqa_temporal_09119,5.965,7.222,5.88,7.2,0.92026825633383
projector,nisqa_temporal_09146,2.458,4.458,3.2800000000000002,3.96,0.33999999999999986
projector,nisqa_temporal_09173,7.91,8.988,0.12,0.2,0.0
