id,filename_deg,mix_filename,audio_path_resolved,duration_seconds,gt_start,gt_end,pred_start,pred_end,tiou,offset_err,start_offset_err,end_offset_err,start_abs_err,end_abs_err,gt_interval_source,pred_interval_source,mos,predicted_response
nisqa_temporal_00597,c05167_4_165_2_7_001-ch6-speaker_seg45.wav,0597_mix_c05167_4_165_2_7_001-ch6-speaker_seg45.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0597_mix_c05167_4_165_2_7_001-ch6-speaker_seg45.wav,11.0,8.935,9.946,5.61,7.54,0.0,-2.8655,-3.325,-2.4059999999999997,3.325,2.4059999999999997,mix_deg_segments,token,2.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00598,c00709_4_467_2_7_001-ch6-speaker_seg82.wav,0598_mix_c00709_4_467_2_7_001-ch6-speaker_seg82.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0598_mix_c00709_4_467_2_7_001-ch6-speaker_seg82.wav,8.0,6.106,7.14,0.25,1.43,0.0,-5.7829999999999995,-5.856,-5.71,5.856,5.71,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00599,c04166_1_936_2_7_001-ch6-speaker_seg61.wav,0599_mix_c04166_1_936_2_7_001-ch6-speaker_seg61.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0599_mix_c04166_1_936_2_7_001-ch6-speaker_seg61.wav,9.0,3.903,5.659,5.61,7.54,0.01347264228759953,1.7940000000000003,1.7070000000000003,1.8810000000000002,1.7070000000000003,1.8810000000000002,mix_deg_segments,token,2.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00600,c05908_3_96_2_7_001-ch6-speaker_seg88.wav,0600_mix_c05908_3_96_2_7_001-ch6-speaker_seg88.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0600_mix_c05908_3_96_2_7_001-ch6-speaker_seg88.wav,10.0,3.768,4.81,7.01,8.71,0.0,3.5710000000000006,3.242,3.9000000000000012,3.242,3.9000000000000012,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_00601,c04259_2_483_2_7_001-ch6-speaker_seg17.wav,0601_mix_c04259_2_483_2_7_001-ch6-speaker_seg17.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0601_mix_c04259_2_483_2_7_001-ch6-speaker_seg17.wav,10.0,4.271,5.593,7.01,8.99,0.0,3.068,2.739,3.3970000000000002,2.739,3.3970000000000002,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_00602,c09332_book_03318_chp_0003_reader_02559_2_seg.wav,0602_mix_c09332_book_03318_chp_0003_reader_02559_2_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0602_mix_c09332_book_03318_chp_0003_reader_02559_2_seg.wav,8.0,0.814,3.954,0.27,1.99,0.3192182410423453,-1.254,-0.5439999999999999,-1.9640000000000002,0.5439999999999999,1.9640000000000002,mix_deg_segments,token,1.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_00603,c02541_book_07187_chp_0015_reader_11929_22_seg.wav,0603_mix_c02541_book_07187_chp_0015_reader_11929_22_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0603_mix_c02541_book_07187_chp_0015_reader_11929_22_seg.wav,10.0,2.095,4.396,5.61,7.54,0.0,3.3295000000000003,3.515,3.144,3.515,3.144,mix_deg_segments,token,1.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00604,c03339_book_03607_chp_0030_reader_06524_9_seg.wav,0604_mix_c03339_book_03607_chp_0030_reader_06524_9_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0604_mix_c03339_book_03607_chp_0030_reader_06524_9_seg.wav,11.0,0.165,1.611,7.01,8.71,0.0,6.972,6.845,7.099000000000001,6.845,7.099000000000001,mix_deg_segments,token,2.125,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_00605,c00275_book_10500_chp_0018_reader_01678_18_seg.wav,0605_mix_c00275_book_10500_chp_0018_reader_01678_18_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0605_mix_c00275_book_10500_chp_0018_reader_01678_18_seg.wav,11.0,2.135,5.274,7.01,8.99,0.0,4.2955000000000005,4.875,3.716,4.875,3.716,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_00606,c09505_book_03363_chp_0006_reader_03399_15_seg.wav,0606_mix_c09505_book_03363_chp_0006_reader_03399_15_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0606_mix_c09505_book_03363_chp_0006_reader_03399_15_seg.wav,7.0,0.282,1.453,0.25,1.43,0.9542809642560265,-0.027500000000000052,-0.03199999999999997,-0.02300000000000013,0.03199999999999997,0.02300000000000013,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00607,c02997_book_02628_chp_0009_reader_01248_11_seg.wav,0607_mix_c02997_book_02628_chp_0009_reader_01248_11_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0607_mix_c02997_book_02628_chp_0009_reader_01248_11_seg.wav,9.0,7.643,8.986,5.61,7.54,0.0,-1.7395,-2.0329999999999995,-1.4460000000000006,2.0329999999999995,1.4460000000000006,mix_deg_segments,token,3.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00608,c07787_som_01523_00303007136_seg.wav,0608_mix_c07787_som_01523_00303007136_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0608_mix_c07787_som_01523_00303007136_seg.wav,6.4,1.106,2.483,0.2,1.8,0.30398598335523425,-0.7945000000000001,-0.9060000000000001,-0.683,0.9060000000000001,0.683,mix_deg_segments,token,2.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.20|> and <|1.80|>."
nisqa_temporal_00609,c07323_3_1081_2_7_001-ch6-speaker_seg74.wav,0609_mix_c07323_3_1081_2_7_001-ch6-speaker_seg74.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0609_mix_c07323_3_1081_2_7_001-ch6-speaker_seg74.wav,11.0,4.327,5.554,5.61,7.54,0.0,1.6345,1.2830000000000004,1.9859999999999998,1.2830000000000004,1.9859999999999998,mix_deg_segments,token,1.75,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00610,c01688_book_08526_chp_0007_reader_09128_0_seg.wav,0610_mix_c01688_book_08526_chp_0007_reader_09128_0_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0610_mix_c01688_book_08526_chp_0007_reader_09128_0_seg.wav,9.0,1.306,2.325,7.01,8.99,0.0,6.1845,5.704,6.665,5.704,6.665,mix_deg_segments,token,3.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_00611,c03124_3_1327_2_7_001-ch6-speaker_seg33.wav,0611_mix_c03124_3_1327_2_7_001-ch6-speaker_seg33.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0611_mix_c03124_3_1327_2_7_001-ch6-speaker_seg33.wav,11.0,9.498,10.639,7.01,8.71,0.0,-2.208499999999999,-2.4879999999999995,-1.9289999999999985,2.4879999999999995,1.9289999999999985,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_00612,c01748_1_488_2_7_001-ch6-speaker_seg9.wav,0612_mix_c01748_1_488_2_7_001-ch6-speaker_seg9.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0612_mix_c01748_1_488_2_7_001-ch6-speaker_seg9.wav,12.0,7.256,11.69,7.01,8.71,0.31068376068376086,-1.6129999999999995,-0.24600000000000044,-2.9799999999999986,0.24600000000000044,2.9799999999999986,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_00613,c00133_book_07970_chp_0002_reader_11151_19_seg.wav,0613_mix_c00133_book_07970_chp_0002_reader_11151_19_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0613_mix_c00133_book_07970_chp_0002_reader_11151_19_seg.wav,12.0,2.713,4.455,5.61,7.54,0.0,2.991,2.8970000000000002,3.085,2.8970000000000002,3.085,mix_deg_segments,token,2.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00614,c01772_book_02527_chp_0066_reader_10097_0_seg.wav,0614_mix_c01772_book_02527_chp_0066_reader_10097_0_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0614_mix_c01772_book_02527_chp_0066_reader_10097_0_seg.wav,11.0,3.221,5.64,7.01,8.99,0.0,3.5695,3.7889999999999997,3.3500000000000005,3.7889999999999997,3.3500000000000005,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_00615,c01255_1_1195_2_7_001-ch6-speaker_seg60.wav,0615_mix_c01255_1_1195_2_7_001-ch6-speaker_seg60.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0615_mix_c01255_1_1195_2_7_001-ch6-speaker_seg60.wav,12.0,10.343,11.524,5.61,7.54,0.0,-4.358499999999999,-4.733,-3.983999999999999,4.733,3.983999999999999,mix_deg_segments,token,1.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00616,c06807_book_09780_chp_0001_reader_00379_2_seg.wav,0616_mix_c06807_book_09780_chp_0001_reader_00379_2_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0616_mix_c06807_book_09780_chp_0001_reader_00379_2_seg.wav,6.0,3.592,4.949,0.25,1.43,0.0,-3.4305000000000003,-3.342,-3.519,3.342,3.519,mix_deg_segments,token,3.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00617,c04882_book_05033_chp_0021_reader_06495_23_seg.wav,0617_mix_c04882_book_05033_chp_0021_reader_06495_23_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0617_mix_c04882_book_05033_chp_0021_reader_06495_23_seg.wav,7.0,4.48,5.487,0.25,1.43,0.0,-4.1435,-4.23,-4.057,4.23,4.057,mix_deg_segments,token,2.5,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00618,c07504_book_01994_chp_0047_reader_06579_5_seg.wav,0618_mix_c07504_book_01994_chp_0047_reader_06579_5_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0618_mix_c07504_book_01994_chp_0047_reader_06579_5_seg.wav,6.0,4.079,5.299,0.27,1.99,0.0,-3.559,-3.8089999999999997,-3.309,3.8089999999999997,3.309,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_00619,c09676_book_09108_chp_0013_reader_04049_53_seg.wav,0619_mix_c09676_book_09108_chp_0013_reader_04049_53_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0619_mix_c09676_book_09108_chp_0013_reader_04049_53_seg.wav,8.0,3.273,4.42,0.25,1.43,0.0,-3.0065,-3.023,-2.99,3.023,2.99,mix_deg_segments,token,2.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00620,c08857_3_811_2_7_001-ch6-speaker_seg50.wav,0620_mix_c08857_3_811_2_7_001-ch6-speaker_seg50.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0620_mix_c08857_3_811_2_7_001-ch6-speaker_seg50.wav,11.0,5.008,6.021,5.61,7.54,0.16232227488151643,1.0605000000000002,0.6020000000000003,1.5190000000000001,0.6020000000000003,1.5190000000000001,mix_deg_segments,token,2.3333333333333304,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.54|>."
nisqa_temporal_00621,c00942_3_630_2_7_001-ch6-speaker_seg32.wav,0621_mix_c00942_3_630_2_7_001-ch6-speaker_seg32.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0621_mix_c00942_3_630_2_7_001-ch6-speaker_seg32.wav,8.0,3.518,4.567,0.25,1.43,0.0,-3.2025,-3.268,-3.1370000000000005,3.268,3.1370000000000005,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00622,c09427_4_797_2_7_001-ch6-speaker_seg111.wav,0622_mix_c09427_4_797_2_7_001-ch6-speaker_seg111.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0622_mix_c09427_4_797_2_7_001-ch6-speaker_seg111.wav,6.0,3.585,5.24,0.27,1.99,0.0,-3.2824999999999998,-3.315,-3.25,3.315,3.25,mix_deg_segments,token,1.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_00623,c07431_4_510_2_7_001-ch6-speaker_seg111.wav,0623_mix_c07431_4_510_2_7_001-ch6-speaker_seg111.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0623_mix_c07431_4_510_2_7_001-ch6-speaker_seg111.wav,8.0,0.218,1.397,0.25,1.43,0.9463696369636964,0.03249999999999996,0.032,0.03299999999999992,0.032,0.03299999999999992,mix_deg_segments,token,2.75,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00624,c09796_1_722_2_7_001-ch6-speaker_seg74.wav,0624_mix_c09796_1_722_2_7_001-ch6-speaker_seg74.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0624_mix_c09796_1_722_2_7_001-ch6-speaker_seg74.wav,6.0,2.458,4.546,0.27,1.99,0.0,-2.372,-2.188,-2.556,2.188,2.556,mix_deg_segments,token,1.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_00625,c01219_2_801_2_7_001-ch6-speaker_seg61.wav,0625_mix_c01219_2_801_2_7_001-ch6-speaker_seg61.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0625_mix_c01219_2_801_2_7_001-ch6-speaker_seg61.wav,8.0,4.852,5.949,0.25,1.43,0.0,-4.5605,-4.602,-4.519,4.602,4.519,mix_deg_segments,token,1.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00626,c07735_book_11166_chp_0019_reader_00458_14_seg.wav,0626_mix_c07735_book_11166_chp_0019_reader_00458_14_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0626_mix_c07735_book_11166_chp_0019_reader_00458_14_seg.wav,6.0,2.439,3.496,0.25,1.43,0.0,-2.1275,-2.189,-2.066,2.189,2.066,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00627,c09905_sof_07505_01041628201_seg.wav,0627_mix_c09905_sof_07505_01041628201_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0627_mix_c09905_sof_07505_01041628201_seg.wav,6.229,2.008,3.779,0.25,1.43,0.0,-2.0535,-1.758,-2.349,1.758,2.349,mix_deg_segments,token,1.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00628,c00940_sof_02484_01233443948_seg.wav,0628_mix_c00940_sof_02484_01233443948_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0628_mix_c00940_sof_02484_01233443948_seg.wav,8.107,1.545,2.642,0.27,1.99,0.18760539629005063,-0.9634999999999999,-1.275,-0.6519999999999999,1.275,0.6519999999999999,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_00629,c09879_1_973_2_7_001-ch6-speaker_seg49.wav,0629_mix_c09879_1_973_2_7_001-ch6-speaker_seg49.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0629_mix_c09879_1_973_2_7_001-ch6-speaker_seg49.wav,8.0,6.59,7.696,0.25,1.43,0.0,-6.303,-6.34,-6.266,6.34,6.266,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00630,c04884_2_939_2_7_001-ch6-speaker_seg56.wav,0630_mix_c04884_2_939_2_7_001-ch6-speaker_seg56.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0630_mix_c04884_2_939_2_7_001-ch6-speaker_seg56.wav,12.0,1.706,3.223,7.01,8.71,0.0,5.3955,5.304,5.487000000000001,5.304,5.487000000000001,mix_deg_segments,token,1.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_00631,c04756_2_688_2_7_001-ch6-speaker_seg94.wav,0631_mix_c04756_2_688_2_7_001-ch6-speaker_seg94.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0631_mix_c04756_2_688_2_7_001-ch6-speaker_seg94.wav,6.0,3.493,4.733,0.27,1.99,0.0,-2.9829999999999997,-3.223,-2.7429999999999994,3.223,2.7429999999999994,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_00632,c03572_2_450_2_7_001-ch6-speaker_seg62.wav,0632_mix_c03572_2_450_2_7_001-ch6-speaker_seg62.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0632_mix_c03572_2_450_2_7_001-ch6-speaker_seg62.wav,10.0,4.044,5.461,5.61,7.01,0.0,1.5575,1.5660000000000007,1.5489999999999995,1.5660000000000007,1.5489999999999995,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_00633,c00646_book_02345_chp_0017_reader_10077_3_seg.wav,0633_mix_c00646_book_02345_chp_0017_reader_10077_3_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0633_mix_c00646_book_02345_chp_0017_reader_10077_3_seg.wav,12.0,1.277,2.681,5.61,7.01,0.0,4.3309999999999995,4.333,4.329,4.333,4.329,mix_deg_segments,token,2.5,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_00634,c08856_3_845_2_7_001-ch6-speaker_seg48.wav,0634_mix_c08856_3_845_2_7_001-ch6-speaker_seg48.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0634_mix_c08856_3_845_2_7_001-ch6-speaker_seg48.wav,12.0,4.251,7.951,7.01,8.99,0.19856509812196663,1.899,2.7589999999999995,1.0390000000000006,2.7589999999999995,1.0390000000000006,mix_deg_segments,token,2.6,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.99|>."
nisqa_temporal_00635,c08884_som_00610_01773174133_seg.wav,0635_mix_c08884_som_00610_01773174133_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0635_mix_c08884_som_00610_01773174133_seg.wav,6.315,1.044,2.069,0.27,1.99,0.5258476931628682,-0.4265,-0.774,-0.07899999999999996,0.774,0.07899999999999996,mix_deg_segments,token,1.2,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.27|> and <|1.99|>."
nisqa_temporal_00636,c00870_sof_04415_02092887745_seg.wav,0636_mix_c00870_sof_04415_02092887745_seg.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0636_mix_c00870_sof_04415_02092887745_seg.wav,6.741,3.205,5.295,0.25,1.43,0.0,-3.41,-2.955,-3.865,2.955,3.865,mix_deg_segments,token,1.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|0.25|> and <|1.43|>."
nisqa_temporal_00637,c09392_4_658_2_7_001-ch6-speaker_seg43.wav,0637_mix_c09392_4_658_2_7_001-ch6-speaker_seg43.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0637_mix_c09392_4_658_2_7_001-ch6-speaker_seg43.wav,11.0,2.206,3.961,7.01,8.71,0.0,4.7765,4.804,4.7490000000000006,4.804,4.7490000000000006,mix_deg_segments,token,2.4,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
nisqa_temporal_00638,c00549_4_95_2_7_001-ch6-speaker_seg22.wav,0638_mix_c00549_4_95_2_7_001-ch6-speaker_seg22.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0638_mix_c00549_4_95_2_7_001-ch6-speaker_seg22.wav,11.0,9.567,10.751,5.61,7.01,0.0,-3.8489999999999998,-3.957,-3.7409999999999997,3.957,3.7409999999999997,mix_deg_segments,token,2.8,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|5.61|> and <|7.01|>."
nisqa_temporal_00639,c05478_1_665_2_7_001-ch6-speaker_seg75.wav,0639_mix_c05478_1_665_2_7_001-ch6-speaker_seg75.wav,data/processed/nisqa_sim_mix_lowmos_active_max_mos3/0639_mix_c05478_1_665_2_7_001-ch6-speaker_seg75.wav,11.0,1.627,3.26,7.01,8.71,0.0,5.416500000000001,5.383,5.450000000000001,5.383,5.450000000000001,mix_deg_segments,token,1.0,"This synthesized speech has moderate noise level, but it is severely discontinuous and significantly distorted. Although the volume is understandable, the overall MOS score is only 1.8. The quality is interrupted by codec artifacts and packet-loss concealment artifacts occurring between <|7.01|> and <|8.71|>."
