tap,id,gt_start,gt_end,pred_start,pred_end,tiou
encoder,nisqa_temporal_10996,2.634,3.628,3.0,3.56,0.5633802816901408
encoder,nisqa_temporal_11036,0.783,1.425,0.72,1.12,0.4780141843971631
encoder,nisqa_temporal_11219,7.05,7.656,7.0,7.76,0.7973684210526316
encoder,nisqa_temporal_11239,2.934,5.003,1.28,1.36,0.0
encoder,nisqa_temporal_11327,6.895,8.269,6.92,8.24,0.9606986899563317
encoder,nisqa_temporal_11340,1.478,2.187,1.52,2.24,0.8753280839895008
encoder,nisqa_temporal_11414,5.942,6.772,6.2,6.8,0.666666666666667
encoder,nisqa_temporal_11455,1.174,1.935,1.6,1.8,0.2628120893561103
encoder,nisqa_temporal_11462,3.327,4.44,3.2,4.5600000000000005,0.8183823529411766
encoder,nisqa_temporal_11475,3.232,6.232,3.4,3.84,0.14666666666666664
encoder,nisqa_temporal_11509,3.45,6.45,3.96,4.96,0.3333333333333333
encoder,nisqa_temporal_11549,0.04,0.647,0.16,0.68,0.7609374999999999
encoder,nisqa_temporal_11590,5.391,6.003,5.64,5.76,0.19607843137254916
encoder,nisqa_temporal_11597,6.079,6.692,6.04,6.96,0.6663043478260875
encoder,nisqa_temporal_11624,2.954,3.628,3.0,3.52,0.7715133531157271
encoder,nisqa_temporal_11630,0.351,2.351,6.48,6.68,0.0
encoder,nisqa_temporal_11644,3.427,4.042,3.36,4.04,0.8988269794721409
encoder,nisqa_temporal_11678,1.083,1.782,1.36,1.52,0.2288984263233189
encoder,nisqa_temporal_11725,1.665,3.665,1.8,2.36,0.27999999999999997
encoder,nisqa_temporal_11759,0.144,1.044,0.4,0.96,0.6222222222222221
encoder,nisqa_temporal_11799,3.917,5.417,3.84,5.4,0.9403931515535832
encoder,nisqa_temporal_11833,3.083,4.582,4.68,5.8,0.0
encoder,nisqa_temporal_11846,6.983,7.963,7.12,7.24,0.12244897959183679
encoder,nisqa_temporal_11887,4.723,5.695,5.4,5.5600000000000005,0.16460905349794247
encoder,nisqa_temporal_11907,4.603,5.48,4.5200000000000005,5.48,0.9135416666666674
encoder,nisqa_temporal_11941,8.384,9.0,8.44,8.88,0.7142857142857167
encoder,nisqa_temporal_11995,2.804,3.498,2.8000000000000003,3.64,0.8261904761904768
encoder,nisqa_temporal_12002,7.239,7.924,7.16,7.96,0.8562500000000008
encoder,nisqa_temporal_12069,0.229,1.116,7.96,8.2,0.0
encoder,nisqa_temporal_12096,6.217,6.901,6.36,6.84,0.7017543859649115
encoder,nisqa_temporal_12211,0.204,1.159,0.36,1.2,0.8022088353413656
encoder,nisqa_temporal_12218,3.713,4.314,3.72,4.4,0.8646288209606982
encoder,nisqa_temporal_12245,7.652,10.504,10.120000000000001,10.4,0.09817671809256641
encoder,nisqa_temporal_12265,7.605,8.328,7.68,8.4,0.8150943396226412
encoder,nisqa_temporal_12312,2.635,4.385,3.12,3.64,0.29714285714285715
encoder,nisqa_temporal_12339,7.693,8.429,7.68,8.44,0.9684210526315801
encoder,nisqa_temporal_12353,0.677,2.535,0.68,2.56,0.9851301115241635
encoder,nisqa_temporal_12366,7.635,8.314,7.92,8.32,0.5751824817518246
encoder,nisqa_temporal_12447,5.083,7.583,5.16,7.5600000000000005,0.9600000000000002
encoder,nisqa_temporal_12481,7.342,10.092,7.2,8.08,0.25518672199170134
encoder,nisqa_temporal_12515,10.176,10.958,10.08,10.88,0.8018223234624152
encoder,nisqa_temporal_12535,6.793,7.424,6.76,7.44,0.9279411764705877
encoder,nisqa_temporal_12575,7.003,9.753,7.04,8.48,0.5236363636363638
encoder,nisqa_temporal_12609,1.84,4.34,1.84,4.32,0.9920000000000002
encoder,nisqa_temporal_12663,10.575,11.276,10.68,11.4,0.7224242424242416
encoder,nisqa_temporal_12683,7.304,7.918,7.72,7.92,0.32142857142857223
encoder,nisqa_temporal_12690,1.833,3.833,2.36,3.52,0.5800000000000001
encoder,nisqa_temporal_12710,7.054,7.739,7.0,7.84,0.8154761904761901
encoder,nisqa_temporal_12717,4.019,5.204,4.36,4.6000000000000005,0.2025316455696205
encoder,nisqa_temporal_12832,8.316,8.918,8.36,8.96,0.8664596273291921
encoder,nisqa_temporal_12852,5.927,7.018,5.88,7.04,0.9405172413793104
encoder,nisqa_temporal_12872,4.966,5.674,4.92,5.68,0.9315789473684215
encoder,nisqa_temporal_12960,2.792,5.542,2.92,3.12,0.0727272727272728
encoder,nisqa_temporal_12980,5.043,5.645,5.12,5.36,0.3986710963455157
encoder,nisqa_temporal_13014,0.0,3.0,1.4000000000000001,1.8,0.1333333333333333
encoder,nisqa_temporal_13061,6.087,6.717,6.04,6.88,0.75
encoder,nisqa_temporal_13142,0.427,3.427,1.36,3.2,0.6133333333333334
encoder,nisqa_temporal_13223,0.211,2.461,0.68,1.6400000000000001,0.4266666666666667
encoder,nisqa_temporal_13237,10.736,11.811,10.72,11.040000000000001,0.2786434463794688
encoder,nisqa_temporal_13291,5.216,6.966,5.88,6.76,0.5028571428571428
encoder,nisqa_temporal_13298,0.034,0.993,0.08,1.04,0.9075546719681908
encoder,nisqa_temporal_13331,5.566,6.275,5.5600000000000005,6.5600000000000005,0.7090000000000005
encoder,nisqa_temporal_13365,8.524,9.179,8.48,9.16,0.9098712446351948
encoder,nisqa_temporal_13385,0.698,1.701,0.68,1.8,0.8955357142857143
encoder,nisqa_temporal_13473,7.717,8.985,7.48,8.32,0.4006644518272432
projector,nisqa_temporal_00006,0.337,1.211,0.4,1.12,0.8237986270022882
projector,nisqa_temporal_00081,4.23,5.574,4.2,5.6000000000000005,0.9599999999999993
projector,nisqa_temporal_00094,0.952,1.857,3.6,3.8000000000000003,0.0
projector,nisqa_temporal_00121,2.026,2.906,2.12,2.92,0.8791946308724832
projector,nisqa_temporal_00128,1.758,2.898,5.8,5.88,0.0
projector,nisqa_temporal_00135,1.019,2.583,2.2800000000000002,2.48,0.12787723785166222
projector,nisqa_temporal_00155,0.206,1.55,10.56,10.64,0.0
projector,nisqa_temporal_00168,0.161,0.808,0.36,0.8,0.6800618238021637
projector,nisqa_temporal_00182,2.549,3.437,2.7600000000000002,3.36,0.6756756756756753
projector,nisqa_temporal_00236,0.991,2.47,1.56,2.48,0.6111484217595703
projector,nisqa_temporal_00297,3.192,4.671,3.12,4.08,0.5725338491295937
projector,nisqa_temporal_00303,5.948,7.133,5.84,6.5200000000000005,0.4423820572312452
projector,nisqa_temporal_00317,2.404,4.187,3.64,3.84,0.11217049915872108
projector,nisqa_temporal_00351,2.866,4.829,2.96,3.68,0.3667855323484464
projector,nisqa_temporal_00398,4.605,6.475,5.04,5.44,0.2139037433155083
projector,nisqa_temporal_00459,6.685,7.861,6.72,7.640000000000001,0.7823129251700686
projector,nisqa_temporal_00479,1.652,2.808,2.32,2.36,0.034602076124567505
projector,nisqa_temporal_00486,4.135,4.993,1.12,1.48,0.0
projector,nisqa_temporal_00526,2.702,3.798,2.8000000000000003,3.56,0.6934306569343063
projector,nisqa_temporal_00587,1.079,1.932,1.0,1.16,0.08690987124463516
projector,nisqa_temporal_00607,1.938,3.111,2.4,2.84,0.37510656436487627
projector,nisqa_temporal_00621,2.261,3.084,2.32,3.2,0.8136315228966988
projector,nisqa_temporal_00654,2.39,3.104,2.4,3.08,0.9523809523809527
projector,nisqa_temporal_00729,10.087,10.715,8.56,9.040000000000001,0.0
projector,nisqa_temporal_00742,2.772,3.691,2.7600000000000002,3.0,0.2448979591836738
projector,nisqa_temporal_00769,7.453,8.32,7.6000000000000005,7.640000000000001,0.04613610149942334
projector,nisqa_temporal_00776,2.387,3.026,2.32,3.0,0.868271954674221
projector,nisqa_temporal_00789,1.236,2.111,1.28,2.12,0.9400452488687784
projector,nisqa_temporal_00843,0.317,1.33,6.8,8.68,0.0
projector,nisqa_temporal_00864,3.712,4.782,3.68,4.96,0.8359375
projector,nisqa_temporal_00877,4.275,5.731,4.24,5.76,0.9578947368421052
projector,nisqa_temporal_00911,3.536,6.03,4.0,6.0,0.801924619085806
projector,nisqa_temporal_00978,2.319,3.416,2.52,3.48,0.7717484926787251
projector,nisqa_temporal_01012,1.401,2.792,1.48,2.08,0.4313443565780016
projector,nisqa_temporal_01019,6.462,7.089,6.2,7.08,0.6951631046119237
projector,nisqa_temporal_01026,1.249,2.521,1.28,1.56,0.22012578616352207
projector,nisqa_temporal_01134,1.615,2.465,2.24,2.52,0.24861878453038633
projector,nisqa_temporal_01140,1.638,3.03,2.2,2.96,0.5459770114942527
projector,nisqa_temporal_01154,4.696,5.861,4.68,5.88,0.9708333333333332
projector,nisqa_temporal_01242,4.697,6.21,4.72,6.28,0.9412507896399243
projector,nisqa_temporal_01248,4.406,5.947,5.5200000000000005,5.76,0.1557430240103824
projector,nisqa_temporal_01289,10.099,10.894,5.96,6.08,0.0
projector,nisqa_temporal_01296,1.256,2.752,1.24,2.7600000000000002,0.9842105263157892
projector,nisqa_temporal_01316,4.295,6.497,4.28,5.72,0.6427604871447903
projector,nisqa_temporal_01343,7.216,7.849,7.28,7.84,0.8846761453396518
projector,nisqa_temporal_01377,1.327,2.151,2.84,3.04,0.0
projector,nisqa_temporal_01383,3.693,5.415,5.28,5.84,0.06287843502561705
projector,nisqa_temporal_01397,2.903,3.655,3.0,3.2,0.26595744680851097
projector,nisqa_temporal_01410,2.14,3.206,2.16,3.2800000000000002,0.9175438596491226
projector,nisqa_temporal_01417,5.135,6.146,5.64,5.84,0.1978239366963404
projector,nisqa_temporal_01424,2.498,3.117,4.72,4.92,0.0
projector,nisqa_temporal_01518,2.037,3.357,8.52,9.0,0.0
projector,nisqa_temporal_01525,1.673,2.587,1.56,2.6,0.8788461538461539
projector,nisqa_temporal_01552,9.447,10.744,9.76,10.24,0.3700848111025445
projector,nisqa_temporal_01559,0.606,1.347,0.56,1.32,0.9072426937738249
projector,nisqa_temporal_01633,6.401,7.713,6.36,7.68,0.9453067257945308
projector,nisqa_temporal_01667,6.019,7.948,6.88,7.32,0.22809745982374305
projector,nisqa_temporal_01721,1.205,2.42,1.24,2.48,0.9254901960784312
projector,nisqa_temporal_01728,5.408,6.422,5.36,6.48,0.9053571428571422
projector,nisqa_temporal_01768,5.824,7.088,5.8,7.12,0.9575757575757575
projector,nisqa_temporal_01788,1.739,2.61,1.72,2.52,0.8775280898876404
projector,nisqa_temporal_01802,1.941,2.757,2.0,2.88,0.8061767838125669
projector,nisqa_temporal_01836,4.752,6.428,5.76,6.2,0.2625298329355611
projector,nisqa_temporal_01903,3.968,4.846,4.08,4.24,0.182232346241458
projector,nisqa_temporal_01910,1.335,3.74,1.28,3.88,0.9250000000000003
projector,nisqa_temporal_01917,2.732,4.45,2.72,4.44,0.9872832369942197
projector,nisqa_temporal_01950,6.388,7.242,5.0,5.36,0.0
projector,nisqa_temporal_01971,7.062,7.981,6.96,8.08,0.8205357142857138
projector,nisqa_temporal_01984,5.497,6.975,5.48,6.88,0.9250836120401342
projector,nisqa_temporal_01991,3.168,4.556,3.08,4.48,0.8888888888888891
projector,nisqa_temporal_02072,3.8,5.801,4.4,4.6000000000000005,0.09995002498750633
projector,nisqa_temporal_02139,0.953,1.728,1.08,1.72,0.825806451612903
projector,nisqa_temporal_02153,1.798,2.672,1.72,2.64,0.884453781512605
projector,nisqa_temporal_02160,3.132,4.558,3.12,4.68,0.9141025641025642
projector,nisqa_temporal_02200,0.785,2.453,0.88,1.6,0.43165467625899295
projector,nisqa_temporal_02207,6.451,7.813,6.44,7.68,0.8951201747997092
projector,nisqa_temporal_02214,3.189,4.939,3.24,4.2,0.5485714285714286
projector,nisqa_temporal_02254,0.851,1.555,1.0,1.28,0.39772727272727276
projector,nisqa_temporal_02281,0.995,1.752,0.96,1.68,0.86489898989899
projector,nisqa_temporal_02295,5.622,6.606,5.5600000000000005,6.32,0.6673040152963678
projector,nisqa_temporal_02315,0.864,2.115,0.88,1.4000000000000001,0.41566746602717825
projector,nisqa_temporal_02443,9.921,10.994,10.64,10.88,0.22367194780987895
projector,nisqa_temporal_02477,2.205,3.325,9.28,9.44,0.0
projector,nisqa_temporal_02511,4.247,5.295,4.2,4.6000000000000005,0.32237442922374493
projector,nisqa_temporal_02612,0.882,2.244,0.92,2.2800000000000002,0.9470672389127326
projector,nisqa_temporal_02639,3.758,4.365,3.8000000000000003,4.08,0.4612850082372318
projector,nisqa_temporal_02700,6.297,8.279,7.08,8.2,0.5650857719475273
projector,nisqa_temporal_02706,0.137,1.734,1.32,1.56,0.15028177833437695
projector,nisqa_temporal_02760,2.493,3.364,2.52,3.4,0.9305402425578829
projector,nisqa_temporal_02787,0.588,1.82,0.56,0.6,0.00952380952380953
projector,nisqa_temporal_02855,4.347,5.809,5.12,5.32,0.13679890560875527
projector,nisqa_temporal_02862,2.574,3.739,2.6,3.72,0.96137339055794
projector,nisqa_temporal_02889,4.942,6.682,5.72,6.0,0.1609195402298852
projector,nisqa_temporal_02909,3.817,4.503,3.84,4.68,0.7682502896871386
projector,nisqa_temporal_02922,4.072,5.558,4.6000000000000005,5.08,0.3230148048452218
projector,nisqa_temporal_02976,4.311,5.008,4.24,4.84,0.6888020833333334
projector,nisqa_temporal_03057,2.095,4.77,2.64,4.44,0.6728971962616825
projector,nisqa_temporal_03125,6.112,6.971,5.96,7.04,0.7953703703703703
projector,nisqa_temporal_03145,8.997,9.622,2.68,2.88,0.0
projector,nisqa_temporal_03186,4.22,5.729,2.08,2.16,0.0
projector,nisqa_temporal_03199,4.676,5.887,4.48,5.32,0.45771144278607
projector,nisqa_temporal_03260,0.987,2.088,1.0,1.76,0.6902815622161671
projector,nisqa_temporal_03267,1.131,2.444,1.56,1.6400000000000001,0.060929169840060984
projector,nisqa_temporal_03273,1.475,3.173,1.52,2.52,0.5889281507656066
projector,nisqa_temporal_03314,3.441,4.143,1.76,1.96,0.0
projector,nisqa_temporal_03321,1.377,3.369,1.32,2.44,0.518789653489507
projector,nisqa_temporal_03469,5.039,6.425,5.04,6.28,0.8946608946608947
projector,nisqa_temporal_03483,6.038,7.792,6.04,7.16,0.6385404789053594
projector,nisqa_temporal_03537,0.054,0.691,0.16,0.68,0.8163265306122449
projector,nisqa_temporal_03543,4.065,4.698,4.08,4.8,0.8408163265306133
projector,nisqa_temporal_03564,6.002,7.179,6.8,7.16,0.30586236193712846
projector,nisqa_temporal_03705,3.883,5.336,4.76,5.4,0.37969676994067264
projector,nisqa_temporal_03719,1.043,1.7,1.0,1.8800000000000001,0.746590909090909
projector,nisqa_temporal_03780,1.253,1.953,1.32,1.8800000000000001,0.7999999999999998
projector,nisqa_temporal_03800,3.991,5.587,4.6000000000000005,5.5600000000000005,0.6015037593984963
projector,nisqa_temporal_03820,2.547,4.637,2.52,4.12,0.743032593292395
projector,nisqa_temporal_03827,10.041,11.483,10.08,10.36,0.19417475728155292
projector,nisqa_temporal_03834,4.803,5.42,4.64,5.92,0.4820312499999999
projector,nisqa_temporal_03840,0.26,0.86,0.36,0.8,0.7333333333333335
projector,nisqa_temporal_03908,3.952,4.752,3.92,4.68,0.8749999999999999
projector,nisqa_temporal_03915,3.662,4.695,3.68,4.24,0.5421103581800579
projector,nisqa_temporal_04023,1.087,1.769,1.08,1.72,0.9187227866473152
projector,nisqa_temporal_04056,1.113,1.899,1.08,1.68,0.6923076923076923
projector,nisqa_temporal_04097,2.385,3.387,2.32,3.0,0.5763823805060919
projector,nisqa_temporal_04117,0.27,0.985,4.72,5.76,0.0
projector,nisqa_temporal_04164,4.904,7.677,7.24,7.68,0.1574207492795387
projector,nisqa_temporal_04191,0.176,1.023,0.28,0.72,0.5194805194805194
projector,nisqa_temporal_04252,3.944,5.558,3.92,5.44,0.9133089133089136
projector,nisqa_temporal_04286,0.81,1.922,1.32,2.0,0.5058823529411763
projector,nisqa_temporal_04313,5.069,6.428,5.04,6.36,0.9301152737752165
projector,nisqa_temporal_04320,6.925,7.765,3.44,3.72,0.0
projector,nisqa_temporal_04340,1.204,2.088,1.28,1.56,0.3167420814479638
projector,nisqa_temporal_04374,4.185,5.847,4.12,5.64,0.8425014475969889
projector,nisqa_temporal_04414,3.403,4.989,3.84,4.5600000000000005,0.4539722572509462
projector,nisqa_temporal_04461,4.493,5.467,2.84,2.88,0.0
projector,nisqa_temporal_04495,2.621,3.34,2.88,3.16,0.38942976356050113
projector,nisqa_temporal_04522,4.668,5.575,4.64,5.5600000000000005,0.9540106951871656
projector,nisqa_temporal_04549,2.56,5.278,2.64,5.32,0.9557971014492751
projector,nisqa_temporal_04597,0.962,3.123,2.92,3.08,0.07403979639055998
projector,nisqa_temporal_04657,4.241,5.018,4.2,5.08,0.8829545454545458
projector,nisqa_temporal_04664,0.355,1.679,0.48,0.84,0.27190332326283984
projector,nisqa_temporal_04684,5.304,5.934,5.72,5.92,0.3174603174603178
projector,nisqa_temporal_04698,4.226,5.165,4.6000000000000005,4.8,0.2129925452609151
projector,nisqa_temporal_04738,0.045,1.228,0.16,1.28,0.8647773279352228
projector,nisqa_temporal_04752,1.409,2.968,3.8000000000000003,4.36,0.0
projector,nisqa_temporal_04806,5.893,6.902,6.36,6.76,0.3964321110009904
projector,nisqa_temporal_04894,3.488,4.389,3.48,4.4,0.9793478260869564
projector,nisqa_temporal_04927,1.293,2.174,1.6400000000000001,2.16,0.5902383654937571
projector,nisqa_temporal_04968,10.006,10.658,10.44,10.64,0.3067484662576707
projector,nisqa_temporal_04975,0.307,1.078,0.36,0.6,0.31128404669260695
projector,nisqa_temporal_05015,5.724,6.652,5.76,6.24,0.5172413793103453
projector,nisqa_temporal_05035,4.338,5.993,4.32,6.08,0.9403409090909094
projector,nisqa_temporal_05076,4.875,6.039,5.48,6.16,0.4350194552529177
projector,nisqa_temporal_05083,7.911,9.389,8.0,9.4,0.9328408327736727
projector,nisqa_temporal_05110,1.035,1.738,1.04,1.84,0.8670807453416147
projector,nisqa_temporal_05157,3.012,3.897,3.64,3.84,0.2259887005649715
projector,nisqa_temporal_05211,6.386,7.075,6.4,7.08,0.972622478386167
projector,nisqa_temporal_05218,5.205,5.878,0.16,0.28,0.0
projector,nisqa_temporal_05251,3.054,3.826,1.96,2.0,0.0
projector,nisqa_temporal_05278,4.467,5.823,4.48,5.8,0.9734513274336273
projector,nisqa_temporal_05312,3.719,4.717,0.44,0.64,0.0
projector,nisqa_temporal_05339,9.709,10.533,3.88,4.8,0.0
projector,nisqa_temporal_05353,5.302,6.337,5.24,6.44,0.8625
projector,nisqa_temporal_05366,3.045,3.83,5.76,5.96,0.0
projector,nisqa_temporal_05400,0.206,1.823,0.24,1.2,0.5936920222634509
projector,nisqa_temporal_05407,0.389,1.283,0.44,1.36,0.8681771369721936
projector,nisqa_temporal_05420,1.36,2.136,0.88,2.16,0.60625
projector,nisqa_temporal_05427,0.57,1.767,0.56,1.76,0.9859154929577462
projector,nisqa_temporal_05461,4.334,4.958,4.36,5.04,0.8470254957507075
projector,nisqa_temporal_05515,7.354,8.542,3.36,3.52,0.0
projector,nisqa_temporal_05521,6.189,7.419,6.16,7.48,0.9318181818181812
projector,nisqa_temporal_05528,1.026,1.882,1.04,1.84,0.9345794392523367
projector,nisqa_temporal_05542,1.399,3.788,1.44,1.6400000000000001,0.08371703641691092
projector,nisqa_temporal_05548,6.034,6.78,6.5600000000000005,6.76,0.2680965147453072
projector,nisqa_temporal_05616,6.107,6.924,6.0,6.44,0.3603896103896104
projector,nisqa_temporal_05643,6.255,7.608,6.28,7.72,0.906484641638225
projector,nisqa_temporal_05650,2.39,3.366,2.32,3.08,0.6596558317399616
projector,nisqa_temporal_05663,6.735,7.67,7.24,7.28,0.04278074866310166
projector,nisqa_temporal_05704,2.247,3.749,2.8000000000000003,3.64,0.5592543275632488
projector,nisqa_temporal_05731,2.423,3.708,2.7600000000000002,3.7600000000000002,0.7090501121914733
projector,nisqa_temporal_05764,2.121,4.076,3.56,3.84,0.14322250639386183
projector,nisqa_temporal_05778,1.79,2.395,1.92,2.12,0.3305785123966945
projector,nisqa_temporal_05798,0.001,0.841,0.2,0.8,0.7142857142857145
projector,nisqa_temporal_05980,9.802,10.89,10.040000000000001,10.88,0.7720588235294109
projector,nisqa_temporal_05987,1.227,1.845,1.24,1.96,0.8253751705320601
projector,nisqa_temporal_06007,0.163,1.082,0.2,0.28,0.08705114254624594
projector,nisqa_temporal_06028,5.619,7.051,6.04,6.16,0.0837988826815643
projector,nisqa_temporal_06061,0.199,0.857,0.2,0.8,0.9118541033434653
projector,nisqa_temporal_06142,1.458,2.315,1.52,2.0,0.5600933488914819
projector,nisqa_temporal_06149,1.244,1.865,1.28,1.8,0.8373590982286635
projector,nisqa_temporal_06169,4.177,4.784,4.16,4.88,0.8430555555555561
projector,nisqa_temporal_06190,0.151,1.07,0.2,1.0,0.8705114254624592
projector,nisqa_temporal_06196,7.187,9.687,7.92,9.6,0.6720000000000002
projector,nisqa_temporal_06291,0.581,1.998,1.2,1.6,0.282286520818631
projector,nisqa_temporal_06304,6.552,8.207,6.5600000000000005,8.32,0.9315610859728505
projector,nisqa_temporal_06311,1.845,2.538,1.92,2.56,0.8643356643356641
projector,nisqa_temporal_06325,2.01,2.782,4.5600000000000005,4.76,0.0
projector,nisqa_temporal_06331,6.475,7.544,6.92,7.6000000000000005,0.554666666666666
projector,nisqa_temporal_06412,8.216,8.925,1.48,1.92,0.0
projector,nisqa_temporal_06453,4.318,4.927,3.0,3.84,0.0
projector,nisqa_temporal_06500,2.325,3.054,2.16,3.08,0.7923913043478258
projector,nisqa_temporal_06527,0.933,1.929,0.96,2.0,0.908153701968135
projector,nisqa_temporal_06554,5.943,6.803,6.12,6.76,0.7441860465116272
projector,nisqa_temporal_06561,6.516,7.15,6.44,7.16,0.8805555555555563
projector,nisqa_temporal_06568,5.202,6.952,5.72,6.84,0.64
projector,nisqa_temporal_06588,1.809,2.465,1.84,2.44,0.9146341463414633
projector,nisqa_temporal_06595,3.307,4.073,3.68,3.88,0.2610966057441248
projector,nisqa_temporal_06601,2.595,3.33,2.6,3.44,0.8639053254437872
projector,nisqa_temporal_06608,5.028,6.184,5.68,5.88,0.17301038062283744
projector,nisqa_temporal_06622,0.544,1.148,0.64,0.96,0.5298013245033113
projector,nisqa_temporal_06628,2.665,4.231,2.8000000000000003,3.44,0.40868454661558096
projector,nisqa_temporal_06635,9.091,9.724,9.120000000000001,9.68,0.8846761453396492
projector,nisqa_temporal_06662,0.589,1.888,1.04,1.2,0.12317167051578132
projector,nisqa_temporal_06696,4.522,5.68,4.5200000000000005,5.64,0.963793103448276
projector,nisqa_temporal_06811,9.047,9.652,7.44,7.640000000000001,0.0
projector,nisqa_temporal_06844,8.032,10.53,8.24,9.24,0.4003202562049641
projector,nisqa_temporal_06885,3.998,4.883,4.16,4.48,0.3615819209039552
projector,nisqa_temporal_06892,1.861,4.273,1.8,4.36,0.9421874999999997
projector,nisqa_temporal_06905,1.135,2.872,1.2,1.96,0.4375359815774324
projector,nisqa_temporal_06966,3.216,4.005,3.08,4.04,0.8218749999999997
projector,nisqa_temporal_06993,3.3,4.91,4.0,4.24,0.14906832298136657
projector,nisqa_temporal_07000,3.352,4.181,3.7600000000000002,4.04,0.33775633293124213
projector,nisqa_temporal_07101,5.265,5.866,5.12,5.84,0.7707774798927621
projector,nisqa_temporal_07135,2.691,3.328,3.16,3.24,0.12558869701726855
projector,nisqa_temporal_07148,3.333,5.333,3.36,3.88,0.26
projector,nisqa_temporal_07243,4.954,5.639,4.96,5.36,0.5839416058394161
projector,nisqa_temporal_07249,1.265,1.899,1.32,1.36,0.06309148264984231
projector,nisqa_temporal_07256,7.729,8.996,7.76,9.0,0.9724626278520856
projector,nisqa_temporal_07317,2.206,2.829,2.12,2.84,0.8652777777777784
projector,nisqa_temporal_07351,8.082,9.403,0.8,1.08,0.0
projector,nisqa_temporal_07371,7.792,8.46,7.88,8.36,0.7185628742514952
projector,nisqa_temporal_07465,2.151,2.778,2.52,2.7600000000000002,0.3827751196172251
projector,nisqa_temporal_07513,4.474,5.138,4.44,5.16,0.9222222222222222
projector,nisqa_temporal_07560,0.813,1.506,1.16,1.48,0.4617604617604618
projector,nisqa_temporal_07587,1.601,2.236,1.48,2.4,0.6902173913043481
projector,nisqa_temporal_07634,1.596,2.348,1.56,1.68,0.10659898477157344
projector,nisqa_temporal_07654,3.576,4.243,3.04,4.2,0.5187032418952618
projector,nisqa_temporal_07675,9.323,10.301,9.28,10.32,0.9403846153846143
projector,nisqa_temporal_07681,2.521,3.183,1.44,2.32,0.0
projector,nisqa_temporal_07729,4.302,6.188,1.6400000000000001,2.52,0.0
projector,nisqa_temporal_07776,3.488,4.868,3.56,4.88,0.9396551724137934
projector,nisqa_temporal_07796,2.074,3.336,2.04,3.04,0.7453703703703706
projector,nisqa_temporal_07830,7.535,10.164,7.6000000000000005,8.4,0.304298212248003
projector,nisqa_temporal_07870,5.745,6.886,5.6000000000000005,7.04,0.7923611111111114
projector,nisqa_temporal_07877,3.17,4.309,3.16,4.4,0.9185483870967742
projector,nisqa_temporal_07891,0.849,1.821,0.88,1.52,0.6584362139917695
projector,nisqa_temporal_07945,6.819,7.96,6.88,7.8,0.8063102541630148
projector,nisqa_temporal_07965,5.359,6.099,5.5200000000000005,5.72,0.27027027027026923
projector,nisqa_temporal_07985,7.432,8.435,7.5600000000000005,8.040000000000001,0.4785643070787641
projector,nisqa_temporal_07999,4.208,4.82,4.44,4.8,0.5882352941176461
projector,nisqa_temporal_08039,0.732,1.577,1.16,1.36,0.2366863905325446
projector,nisqa_temporal_08053,7.222,8.557,7.08,8.52,0.8788083953960724
projector,nisqa_temporal_08066,3.619,5.035,3.56,5.08,0.931578947368421
projector,nisqa_temporal_08107,2.936,3.657,3.16,3.4,0.3328710124826626
projector,nisqa_temporal_08161,2.861,3.681,2.8000000000000003,3.72,0.8913043478260868
projector,nisqa_temporal_08174,6.612,7.567,6.68,7.6000000000000005,0.8977732793522268
projector,nisqa_temporal_08262,4.198,4.888,9.28,9.44,0.0
projector,nisqa_temporal_08356,4.265,6.515,6.2,6.44,0.10666666666666676
projector,nisqa_temporal_08397,4.319,4.941,1.84,2.2800000000000002,0.0
projector,nisqa_temporal_08404,8.525,9.752,0.36,0.48,0.0
projector,nisqa_temporal_08444,1.52,2.276,1.6400000000000001,2.2800000000000002,0.8368421052631572
projector,nisqa_temporal_08478,2.51,3.188,2.52,2.7600000000000002,0.35398230088495586
projector,nisqa_temporal_08491,0.015,0.856,0.16,0.24,0.09512485136741973
projector,nisqa_temporal_08539,3.236,3.843,3.6,3.84,0.39538714991762747
projector,nisqa_temporal_08559,0.092,0.883,0.16,0.92,0.8731884057971012
projector,nisqa_temporal_08566,2.019,2.668,1.96,2.48,0.6511299435028245
projector,nisqa_temporal_08606,8.483,10.012,8.88,9.120000000000001,0.15696533682145208
projector,nisqa_temporal_08633,8.547,9.44,5.64,5.8,0.0
projector,nisqa_temporal_08674,5.218,6.004,5.24,5.68,0.5597964376590328
projector,nisqa_temporal_08680,0.99,1.59,0.4,0.84,0.0
projector,nisqa_temporal_08748,6.195,7.575,6.8,7.0,0.1449275362318842
projector,nisqa_temporal_08761,1.95,2.579,2.0,2.2,0.31796502384737696
projector,nisqa_temporal_08768,7.431,8.205,7.48,8.120000000000001,0.8268733850129206
projector,nisqa_temporal_08829,6.887,7.894,6.88,7.96,0.9324074074074079
projector,nisqa_temporal_08876,2.096,3.596,2.08,3.6,0.9868421052631579
projector,nisqa_temporal_08883,0.989,1.706,1.0,1.68,0.9483960948396096
projector,nisqa_temporal_08964,6.776,8.386,7.6000000000000005,8.4,0.4839901477832503
projector,nisqa_temporal_08984,5.778,6.69,5.8,6.6000000000000005,0.8771929824561403
projector,nisqa_temporal_08991,0.822,2.322,0.88,1.16,0.18666666666666662
